pb_file,node_name,op_type,dtype,output_shapes,device,input_count,inputs,attr_keys
meta_graph_2_frozen.pb,YPLHZCtEyl,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,7nt8RgQfdI,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,9NDuBSW85l,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,QTS7FE1B9u,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,wegda6SCKk,Const,DT_INT32,,/device:CPU:0,0,,dtype|value
meta_graph_2_frozen.pb,UVpZdh01xT,ConcatV2,DT_FLOAT,,/device:CPU:0,5,YPLHZCtEyl|7nt8RgQfdI|9NDuBSW85l|QTS7FE1B9u|wegda6SCKk,N|T|Tidx
meta_graph_2_frozen.pb,6bSl9zKhBH,Const,DT_INT32,,,0,,dtype|value
meta_graph_2_frozen.pb,FJpanCGivq,Reshape,DT_FLOAT,,,2,UVpZdh01xT|6bSl9zKhBH,T|Tshape
meta_graph_2_frozen.pb,MZ5u8WEyfl,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,mOWpCxT49B,Const,DT_INT32,,,0,,dtype|value
meta_graph_2_frozen.pb,fcaXAnteyE,Reshape,DT_FLOAT,,,2,MZ5u8WEyfl|mOWpCxT49B,T|Tshape
meta_graph_2_frozen.pb,XhoErm9kHz,MatMul,DT_FLOAT,,,2,jULHNkZX04|FJpanCGivq,T|grad_a|grad_b|transpose_a|transpose_b
meta_graph_2_frozen.pb,LTaPy8FVu1,BiasAdd,DT_FLOAT,,,2,XhoErm9kHz|fcaXAnteyE,T|data_format
meta_graph_2_frozen.pb,stpIlwOcax,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,6xN9IDClS3,Const,DT_INT32,,,0,,dtype|value
meta_graph_2_frozen.pb,YImuMHxOA1,Reshape,DT_FLOAT,,,2,stpIlwOcax|6xN9IDClS3,T|Tshape
meta_graph_2_frozen.pb,AB4kKv6Lnx,Const,DT_FLOAT,,,0,,dtype|value
